62.111600	5.390000
62.142400	5.390000
62.173200	5.390000
62.234800	5.390000
62.265600	5.390000
62.296400	5.390000
62.327200	5.390000
62.358000	5.390000
62.388800	5.390000
62.419600	5.390000
62.450400	5.390000
62.481200	5.390000
62.512000	5.390000
62.542800	5.390000
62.573600	5.390000
62.604400	5.390000
62.606600	5.390000
62.606600	5.454400
62.606600	5.518800
62.606600	5.583200
62.606600	5.647600
62.606600	5.712000
62.606600	5.776400
62.606600	5.840800
62.606600	5.905200
62.606600	5.969600
62.606600	6.034000
62.606600	6.098400
62.606600	6.162800
62.606600	6.227200
62.606600	6.291600
62.606600	6.613600
